Municipality code;Tasa2007(x10000);Tasa2008(x10000);Tasa2009(x10000);Tasa2010(x10000);Tasa2011(x10000);Tasa2012(x10000);Tasa2013(x10000);Tasa2014(x10000);Tasa2015(x10000);Tasa2016(x10000);Tasa2017(x10000);Tasa2018(x10000);Tasa2019(x10000)
15001;0.188699421;0.18801469;0.124930507;0.373076325;0.061636321;0.182304327;0.120405767;0.119640838;0.05942724;0;0;0;0
15022;0;0;0;0;0;0;0;0;0;0;0;0;0
15047;0;0.584624379;0;0;0;0;0.61950192;0.625195374;0;0;0;0;0
15051;0;0;0;0;0;0;0;0;0;0;0;0;0
15087;0;0;0;0;0;0;1.169180405;0;1.213003396;0;0;0;0
15090;0;0;0;0;0;0;77.90762382;0;11.46788991;11.84132623;0;0;25.20478891
15092;0;0;0;0;0;0;0;0;0;0;0;0;5.146680391
15097;0;0;0;1.517911354;0;0;0;1.571338781;0;64.69186244;0;0;12.27495908
15104;11.76009408;3.924646782;25.54027505;47.15127701;7.880220646;5.930025697;11.82732111;5.885815185;9.746588694;11.70275015;0;3.930045196;7.838526357
15106;0;0;0;0;0;0;0;0;0;29.73661852;0;0;0
15109;0;0;0;0;0;0;3.619254434;0;0;0;0;0;0
15114;0;0;0;0;0;0;0;0;0;0;0;0;0
15131;15.11715797;20.34070684;28.07554875;164.8210147;18.21019771;0;5.373455132;2.75862069;2.853881279;0;0;0;6.39590662
15135;0;0;2.485707184;95.16654145;0;2.619172342;0;5.452562704;95.34492428;5.851375073;0;0;9.733939001
15162;0;0;0;0;0;0;0;0;0;0;0;2.693239968;0
15172;0;0;0;5.385029618;0;0;5.527915976;0;2.876042565;2.965599051;0;0;0
15176;0.176556789;0.177094586;0.177629359;0.356461761;0;0;0.358898898;0;0.179639643;0;0;0;0
15180;0;0;0;0;0;0;1.965795164;0;0;0;0;0;0
15183;0;0;0;0.948226816;0;0.972668028;0;0;0;0;0;0;0
15185;10.68539154;3.070310101;3.092624092;116.7496887;0;3.168567807;76.68956702;12.94079586;70.56120775;66.63334999;13.63094224;3.430531732;41.07479035
15187;0;0;0;0;0;0;0;0;0;0;0;0;0
15189;0;0;0;0;0;0;6.088897909;0;2.067824648;0;0;0;0
15204;0;0;0;0;0;0;0;0;0;0;0;0;0
15212;0;0;0;0;0;0;0;0;5.095541401;340.4924044;51.43475907;0;2.789400279
15215;0;0;0;0;0;0;0;0;3.982477101;0;0;0;0
15218;0;0;0;12.50781739;0;0;0;3.30141961;6.682258603;3.40947835;0;0;58.3515682
15223;101.4319809;22.41147468;19.44361352;76.38160851;0;2.980181791;29.1757841;31.9222762;61.69730546;20.04900869;0;17.44355073;6.626905235
15224;0;0;0;2.352941176;0;2.498750625;0;0;0;0;0;0;0
15226;0;0;0;0;0;0;0;0;0;0;0;0;0
15232;0;0;0;0;0;0;0;0;0;0;0;0;0
15236;0;0;0;4.368719965;0;0;0;4.413062665;4.329004329;0;0;0;0
15238;0.354468519;0.176230086;0.087794771;1.922287172;0;0;0.33623052;0.083588976;0;0;0;0;0.240423145
15244;0;0;0;0;0;0;1.847404397;0;0;0;0;0;0
15248;0;0;0;2.505637685;0;0;0;8.152173913;0;0;0;0;0
15272;0;0;0;0;0;0;0;0;0;0;0;0;0
15276;0;0;0;0;0;0;0;0;0;0;0;0;0
15293;0;0;0;0;0;0;0;0;0;0;0;0;0
15296;0;0;0;0;0;0;0;0;0;0;0;0;0
15299;0;0;0.536883926;35.59294613;0.542888165;3.278509371;6.605383387;2.760295904;1.663801231;1.112408922;0;0;1.102292769
15317;0;4.793863854;0;0;0;0;0;0;0;0;0;0;5.425935974
15322;0;1.939111887;0;16.48245104;1.939111887;0.969743988;3.877096055;1.936108422;0.961630926;0.952471664;0;1.869333583;0
15325;0;0;0;4.922067268;0;0;0;0;0;0;0;0;0
15332;0;0;0;0;0;0;0;0;0;0;0;0;0
15362;0;0;0;0;0;0;0;0;0;0;0;0;0
15367;0;0;0;0;0;0;0;0;1.397428731;0;0;0;0
15368;0;0;0;0;0;0;0;0;0;0;0;0;2.564102564
15377;0;0;0;1.876524676;0;50.01923817;13.72010976;2.038735984;57.34450816;14.8294612;0;0;162.8106255
15380;0;0;0;3.210272873;0;3.337783712;3.384094755;0;0;3.579098067;0;3.718854593;0
15401;23.59882006;59.20663114;77.33491969;462.1848739;64.47453256;0;0;0;0;0;0;0;0
15403;0;0;0;2.887669651;0;0;0;2.952465309;0;3.06372549;0;0;0
15407;0;0;0;0;0;0.912741877;1.771322292;0.844238075;0;0.704374164;0.649603742;0;0
15425;0;0;0;2.11999152;0;2.150075253;0;0;2.099958001;0;0;0;0
15442;0;0;0;0;0;0;0;0;0;129.2278239;33.90405153;3.483713639;21.06371775
15455;27.58479771;0;0;56.65430573;0;4.157139888;9.464717636;1.067691651;44.55068999;101.8826135;0;0;14.54626832
15464;0;0;0;0;0;0;0;0;0;0;0;0;0
15466;0;0;0;2.016942315;0;0;0;0;0;0;0;0;0
15469;60.11934138;11.65605667;22.8627785;111.7644419;8.534339487;13.93634238;46.32961497;10.32176996;13.84423008;138.2652381;2.221827231;0;52.14495421
15476;0;0;0;0;0;0;0;0;0;0;0;0;0
15480;1.951409894;0;0;80.20596099;2.997302428;15.15457668;32.7131466;11.3918807;188.9979939;284.5704393;43.74649467;3.489589392;3.543586109
15491;0;0;0;0.654022237;0;0;0;0;0;0;0;0;0
15494;1.681802893;0;0;0;0;3.584871841;0;0;0;0;0;0;0
15500;0;0;0;0;0;0;0;0;0;0;0;0;0
15507;0;0;3.771450123;68.43455945;7.793472966;37.7204608;5.241090147;79.11899925;69.60556845;82.84432171;21.81818182;0;54.98625344
15511;0;0;0;3.342245989;0;0;0;0;0;0;0;0;0
15514;5.815644083;0;2.900232019;156.9767442;11.65501166;0;11.80986123;23.83080131;2.985074627;3.004807692;0;0;6.142506143
15516;0;0;1.057231463;1.412279773;0;0.704970039;1.049685094;0.340761944;0;0.312597687;0;0;0
15518;0;3.918495298;19.51600312;23.41920375;0;67.46031746;96.03841537;36.10108303;36.73469388;41.30524577;4.185851821;0;95.83333333
15522;0;0;0;0;0;0;0;0;0;0;0;0;0
15531;0;4.780114723;0;66.91233514;0.994035785;6.240898689;5.431240495;1.148765078;34.79990057;125.8111508;2.751031637;0;1.389274799
15533;3.494060098;0;0;0;0;0;61.06321839;7.275372863;7.36377025;0;0;3.85653683;0
15537;0;0;0;0;0;0;0;0;0;0;0;0;0
15542;0;0;0;0;0;0;0;0;0;0;0;0;0
15550;0;0;0;0;0;0;0;5.555555556;0;0;0;0;5.621135469
15572;14.69106783;9.322231403;51.29078256;42.23279227;29.6761246;17.52661052;45.34080459;25.68603108;49.89720747;16.93026446;1.930005147;11.55426224;79.20168067
15580;0;1.675041876;0;5.187618883;0;0;3.844675125;3.900156006;31.52088258;123.9504198;2.033760423;2.045408059;0
15599;0;0;0;0;0;0;1.047010784;0;0;0;0;0;1.001201442
15600;0;0;0;0;0;0;0;0;0;0;0;0;0
15621;0;0;0;0;0;0;0;0;3.620564808;0;0;0;0
15632;0;0;0;0.785792865;0;0;0;0;0;0;0;0;0
15638;0;0;0;0;0;0;0;0;0;0;0;0;0
15646;0;0;0;0;0;0;0;0;0;0;0;0;0
15660;5.194805195;10.45478306;0;10.45478306;0;0;0;0;5.611672278;5.685048323;0;0;0
15664;3.474031614;0;1.75346309;182.1396994;0;1.817520901;22.10351814;1.862197393;0;42.58614015;9.930486594;2.004811548;2.004409701
15667;3.080240259;1.543448063;10.83423619;35.69765637;0;9.444356997;60.60606061;22.8347741;13.51123121;36.88092729;1.799532122;0;277.5748722
15673;0;0;2.150537634;0;2.175331738;0;0;2.257846015;7.05052879;2.534854246;2.790957298;0;34.33208489
15676;0;0;0;0;0;0;0;0;0;0;0;0;0
15681;0;0;0;123.3243968;0;19.24927815;33.45413995;26.80208774;24.36577325;16.10305958;1.500375094;1.513317191;1.50060024
15686;2.52972426;1.26710593;5.096190598;168.7763713;0;0;22.10088404;55.02423687;49.96712689;287.9788639;72.8573321;0;10.46709407
15690;0;0;0;0;0;10.86248099;8.779631255;40.33161551;9.337068161;27.47939046;0;11.23911211;11.37009665
15693;0;0;0;0;0;0;0;0;0;0;0;0;0
15696;0;0;0;3.186743149;0;0;0;0;0;0;0;0;0
15720;0;0;0;0;0;0;3.769317753;0;0;0;0;0;0
15723;0;0;0;0;0;0;0;0;0;0;0;0;0
15740;0;0;0;0;0;0;0;0;0;0;0;0;0
15753;0;1.080847384;2.159360829;18.35853132;0;1.082016879;27.09733362;127.9826464;84.71814923;463.1143075;7.669551879;3.309066843;17.96138303
15755;0;0;0;0;0;0;1.041883726;0;0;0;0;0;1.382934587
15757;0;0;0;1.285347044;0;0;0;0;0;0;0;0;0
15759;0.167779605;0.251106963;0.167108111;0.083192599;0;0.323300249;0.720201656;0.239179137;0.079542472;0;0;0;0.231936048
15761;0;0;0;3.002101471;0;0;0;0;0;0;0;0;0
15762;0;0;0;3.414134517;0;0;0;0;0;0;0;0;0
15763;0;0;0;0;0;0;0;0;0;0;0;0;0
15764;0;0;0;0;0;0;0;0;0;0;0;0;0
15774;0;0;0;0;0;0;3.225806452;0;0;0;0;0;0
15776;0;0;0;0;0;0;0;0;0;0;0;0;0
15778;0;0;0;0;0;0;0;4.442470013;0;0;0;0;0
15790;0;0;0;0;0;0;1.523693433;0;0;0;0;0;0
15798;0;0;2.162162162;54.57323728;2.213858756;0;2.322880372;0;0;0;0;0;0
15804;0;0;0;0;0;0;0;0;0;0;0;0;0
15806;0.776337241;0;0;0;0;0;0;0;0;0;0;0;0
15808;0;0;0;0;0;0;0;0;0;0;0;0;0
15810;0;0;0;191.0828025;0;0;8.141112619;0;0;60.43165468;2.962962963;0;39.40588057
15814;0;0;0;0;0;0;0;0;0;0;0;0;0
15816;7.818608288;11.86708861;1.99920032;0;0;0;4.261666312;2.161694769;8.754650908;42.42018308;9.140767824;0;13.85681293
15820;0;0;0;2.722570106;0;0;0;0;0;0;0;0;0
15822;0;0;0;0;0;0;0;0;0;0;0;0;0
15832;0;0;0;36.99136868;0;0;0;6.506180872;0;58.67014342;0;0;0
15835;0;0;0;0;0;0;0;0;0;0;0;0;0
15837;0;0;0;0;0;0;0;0;0;0;0;0;0
15839;0;0;0;0;0;0;0;0;0;0;0;0;0
15842;0;0;0;0;0;0;0;0;0;0;0;0;0
15861;0;0;0;0.693577473;0;0;0;0;0;0;0;0;0
15879;0;0;0;0;0;0;0;0;0;0;0;0;0
15897;0;0;0;3.953350465;0;0;10.13376571;0;0;4.203446826;0;0;0
17001;0.35821751;0.050916627;0.050638168;1.030277597;0;0.121758188;0.336502061;0.333566035;3.61945992;0.42325355;0.256785558;0.046040198;0.295046844
17013;0.902445628;2.263775071;1.357159014;29.78070571;1.348738929;0.447387258;1.784837803;2.215526409;12.32665639;1.31850745;2.642007926;0;0
17042;0.566059097;0.846644466;0;14.64376232;3.411319897;0.290250486;0.292697205;0.582631748;5.768010613;11.39341461;0.28151568;0;1.098750172
17050;1.564210856;0;0;0.77621672;0;0;0;0.791264441;0;0.890392663;0;0;0.949397133
17088;5.250262513;0;1.756697409;30.80443584;1.788908766;0;4.708097928;0.941708259;8.441984804;6.559835067;0;0;0.940379913
17174;26.62204305;0.191545195;7.317120136;59.7009158;1.9352841;1.161417704;20.12461783;31.53109585;11.59980667;32.6156594;3.711009981;0.585126095;2.704112182
17272;0.825491167;0;0;52.53502335;1.686198466;0.863557858;0.874355163;0.871535646;0.868130914;32.10969366;0;0;0
17380;17.25105189;4.542808876;24.65030956;44.727236;19.55303217;4.930465929;51.2009747;54.37297547;27.5755095;7.542873408;2.255872318;2.503302969;40.70054267
17388;0;0;0;22.61761158;0;0;0;0;1.570105197;4.810776139;0;0;1.690331305
17433;0.520210165;0;0;37.12296984;0;0.512794216;1.025483259;3.598046775;0;0;0;0;1.123279978
17442;2.33672158;0;3.498542274;99.21792926;2.357656489;1.196172249;10.81990863;21.55172414;299.7985543;65.60449859;12.73148148;5.625562556;11.06806862
17444;33.44735842;1.537751807;0;22.31799292;2.303262956;5.363162734;15.29402768;10.65530101;10.59482367;21.15602569;5.301423811;0.755001888;10.4727708
17446;0;0;0;0;0;0;0;0;0;0;0;0;3.898635478
17486;0;0;0;1.402622905;2.170767004;0.385030032;2.8;0.414524954;0.438538789;0.462064504;0.474405807;0;1.425855513
17495;18.49283403;0;7.73634535;7.738740133;7.927699382;0;79.39189189;113.1565614;292.6829268;5.025967499;0;6.642311524;85.59670782
17513;0;0;0;0.670510929;0;0.665380265;0.662207801;0;1.309328969;0;0;0;0
17524;21.80061277;4.14962357;2.969297464;66.77000119;3.03729802;3.782625142;42.2887166;43.59253798;31.24203009;17.238077;3.860258637;1.285760206;5.128862675
17541;0.404187381;0.403616403;0;0.40386091;0;0;0.426384684;0;11.65555504;2.442121715;0;0.502310629;0
17614;0.526385051;0.522848479;0.778897082;6.440974906;0.255447416;0.758706153;0;1.214299592;5.571677307;21.40345513;0.206075094;0;0.583987074
17616;1.831166453;10.02734731;4.542976558;69.8983297;1.825650388;2.766506824;8.344149824;8.320236665;6.437965603;44.17855499;4.631344943;1.849283403;0.939849624
17653;0;0;0.494633229;12.80220592;0.980488283;0.488901926;0;8.307271306;1.478050943;6.522502634;1.022965577;0;0
17662;1.008674602;0;0.99940036;0.997207818;0.497933576;0.496845034;12.88212852;2.956684571;17.14005877;6.356346568;0.981595092;1.955607705;6.462517399
17665;0;0;1.908032818;3.83656244;0;0;4.121162168;0;2.052966537;2.04624514;0;0;0
17777;1.978395917;0.789421749;2.755471579;51.4290201;1.173433466;0;1.162385214;12.66600138;22.27760157;41.77140322;0.719761039;0.34913763;4.824092898
17867;7.597959405;16.23025319;8.643042351;5.377500538;5.363080553;5.331627213;31.84713376;13.70296195;9.343853821;1.023017903;2.015316405;1.96908536;13.65187713
17873;0.844166807;0;0;0.625143262;0;0;0.202773948;0.985784981;0.744684812;1.373036986;0.321553748;0;0.151082506
17877;26.36835797;7.167317034;55.57761016;34.76337205;6.237816764;3.059273423;38.67151956;63.18514007;26.08162013;22.52952144;5.494936808;0;50.86071987
18001;0;0.436964264;0;0;0;48.84579442;28.72745154;22.78643761;24.33761542;16.85341235;2.724465702;4.039300013;21.55020965
18029;24.78519498;32.20093383;25.06658311;183.2061069;25.33909674;95.0987564;13.05672421;10.30776027;18.60753605;79.07856283;0;0;122.4671565
18094;0;2.62605042;0;0;15.01251043;26.05917956;40.35373916;6.196883853;5.458018739;2.762176595;0;1.814717358;28.82363538
18150;14.08108764;1.411964042;3.658313517;3.989892273;4.288532464;18.59734678;7.52654096;6.818181818;1.818115705;3.860732837;1.015194071;0.328958189;12.99629606
18205;52.60164913;64.7067098;12.60151218;142.2395761;104.4859292;68.50272613;8.377548171;5.530208765;30.28634361;77.59324803;4.0123044;2.634005005;98.91969283
18247;0;31.87384667;0;0;6.935922744;35.9427031;20.42205582;26.90118986;16.97007097;6.16966581;1.548307184;0;15.57955962
18256;0;17.14022019;0;0;3.787639669;24.16380516;11.3507378;8.660150934;13.93263872;6.474015655;1.7067759;0.554446662;12.05413402
18410;12.24779217;2.506265664;3.65630713;16.06569082;4.148393979;19.26782274;3.605769231;3.010053579;5.605032073;3.278903535;2.02798621;0;12.95866867
18460;0;1.31061599;0;0;8.513743615;34.88931665;29.51245426;1.15593573;3.402517863;3.328525463;0;0;1.016466762
18479;0;0;0;0;23.35842201;118.1767023;11.57742402;5.729017474;14.20051122;30.9336333;0;2.704164413;2.689618074
18592;54.58256206;14.05322091;17.5739203;55.75092203;15.96974154;25.23685408;22.36590623;22.4044809;7.906388362;14.83969227;1.532978193;1.1313497;32.66360287
18610;0;2.06121818;0;0;38.25920612;25.23836231;8.209431725;14.19194607;0;0.835561497;0.805607025;0.781433148;31.66267665
18753;20.199509;30.36468931;20.15816406;52.17232121;46.23652686;102.9589639;87.8925821;44.68010659;61.6789296;81.27061805;39.16688766;20.89946568;83.14963066
18756;52.91005291;1.133272892;0;2.134927412;5.156233887;22.01541079;48.56254856;5.696382797;34.60531238;24.05625463;4.531858969;2.675227394;8.803591865
18785;0;9.46969697;0;0;14.87652484;29.91654858;24.48180186;9.98003992;3.347280335;1.661681622;0;0;7.961783439
18860;0;20.87682672;0;0;7.026419337;40.02760524;19.03725863;2.715546504;19.39058172;32.9512894;1.454333915;0;7.175660161
19001;0.112149952;0.296230467;1.0266564;11.06756659;1.005032341;0.213585459;0.811545111;0.278442947;0.820641879;1.672319105;0.097672465;0.094322123;0.527965067
19022;0;0;0;0;0;0;0;0;0;0;0;0;0
19050;0;1.623244866;0.399840064;3.542330854;13.57588922;0;0.381242852;0;4.216821283;17.30170326;0.769615577;1.14749082;0.758265089
19075;0.42041537;0;0.829015544;9.071042758;0.822875951;0.828809415;4.245383146;0.442458298;0.46182977;5.209813394;0.476826245;0.473754027;0.94029149
19100;0;0;0;0;0;1.045740698;3.318125259;0.416042603;0;1.14689421;0.49861634;0;0.535805181
19110;0;0;0.371098824;2.918642831;0;1.417936902;1.747213195;3.437607425;4.046398705;10.56489154;1.294330831;0;1.889525729
19130;0;0;0;1.599147122;0.261458415;0.25596396;0;0.745304581;0.490725292;0.72815534;0.240436633;1.190079497;0.235632319
19137;0.31428751;0.926354794;0.909173561;2.081474874;0.291264964;0;1.113802801;0.546164559;0;0.783637646;0.510738272;2.253041606;0.978042936
19142;0.55959709;5.496619579;5.926085551;31.13809746;3.262946907;0.744463056;2.91403594;0.93173489;2.444240758;1.820830299;0.606796117;0.994002849;3.317519822
19212;1.364070386;0.452161331;5.822025169;19.03665663;1.31308268;0;14.16187452;4.655690524;4.990850108;16.36661211;1.207632236;7.514039389;59.9794807
19256;0;0;0.214721292;5.701856271;0;0.205482267;4.262401559;0.600108019;0.393058585;1.732835304;0.188746909;0.185559741;0.185735513
19290;338.1722204;336.1206755;420.2780049;480.4211912;481.2563323;0;3.712641544;0;1.966568338;0;0;1.922337562;0
19300;0;0;0;0.974991469;2.494512073;1.088909457;10.02122141;2.403268445;10.1698971;8.942410874;1.195528723;0;10.57934509
19318;0.343335851;0;0.671073382;5.339384636;2.047851463;14.07993068;2.581596902;7.714065312;10.20073591;5.802988539;1.817058546;2.172653534;1.810347949
19355;0.361023864;0;0;1.731481802;0;0.340043526;0;0.342524405;0.346368328;0.698080279;0;0.692544756;0
19364;0;0;0.689797889;0.677369098;0;0.63848806;1.244013187;0;0;1.168497312;0;0;0
19392;0;0;0.874890639;7.743267659;1.685061926;0;0;0;0.826993053;0;0;0;0
19397;0;0;0;0;0;0.286647939;1.471280603;3.456510809;5.211409513;2.665245203;0;0.408146606;0
19418;0;0;0.60280909;1.195957663;0;0;0;1.730004037;1.136428206;1.114827202;0;0.538213132;1.066041256
19450;3.31290376;0;0;45.57121157;0.511901715;0.496499677;22.34745433;1.908032818;3.744441844;5.954562111;0;3.085331453;0.436662154
19455;0;1.204819277;6.557963454;20.24773702;0.925012333;19.65160044;19.50384944;25.49806215;16.40771497;18.46113272;0.649371733;0;15.75646803
19473;0.399520575;0;0;0.755229968;0;1.073652566;0;0.328850012;1.214697844;0.840030241;0.265561929;0.257479788;0.253062051
19513;1.179801793;1.167815018;10.34720625;43.09367203;2.235636038;1.104728237;14.18749318;5.37807895;13.75079331;22.8880566;2.044989775;4.025359767;9.042499749
19517;0;0;0;0;0;1.473007144;0.725005438;6.643572344;3.485859032;2.272055983;0.444938821;0.436910171;0.864341588
19532;2.771362587;1.364132412;4.926770278;72.03408442;14.48843056;20.24619372;37.5311211;13.35470085;30.84534571;24.4914424;3.89548958;6.513243595;6.185622462
19533;14.0944327;0;6.038647343;5.189413596;42.46284501;9.797517962;4.983802641;7.829320806;11.04275122;1.328197636;5.995922773;63.55691749;35.53976011
19548;0;0;0;1.672100995;1.923341118;0.54284396;1.60784629;3.959037162;3.368661087;1.780400336;0;0.244989955;0.241767806
19573;0;0.889620355;10.38375715;22.36596864;5.875952122;18.02741035;8.536531979;4.710315591;41.65399106;20.25658339;3.160018474;1.682085786;3.121398386
19585;0;0;0;0;0.611022852;0;0;0;0;0;0;0;0
19622;0;0;0;0;0;0.81393456;0;0;1.630656339;4.18795544;0.862143288;0;1.739886907
19693;0.757059581;0;0.736865375;1.456452083;0;0;0;0;0;0;0;0;0
19698;4.504504505;5.347220608;29.19641432;38.28501063;5.383846264;4.642024354;12.58739779;5.759065386;5.95521677;12.53480561;0.743356253;0.633799629;2.236355992
19701;0;0;0;0;0;3.898635478;1.936858416;0;0;1.885725061;0;0;3.735524841
19743;0;0;0.608550129;1.49669231;0.294854784;0;0;0.284835365;0.561860883;0;0.816148866;0;0
19760;0;0;0;0;0.597335882;0;0;0;0;0;0;0;0
19780;0;0;0;0;0;0.447147201;1.662303121;1.124142841;0.687876182;7.22377278;1.279426817;0;8.688636505
19785;0;0;0;0;0;1.1390819;6.745362563;7.745933385;5.457919441;80.87125297;2.132878319;0;5.218117303
19807;0;0;0;1.950141385;0.319284802;0;2.165104698;0.608883612;0.597246693;2.341372044;0.574283581;0;1.392951665
19809;0;2.661131513;0;7.135212273;1.953029637;1.792998341;1.274534795;2.487974789;2.846338389;1.194267516;2.344299445;1.53256705;1.896597504
19821;0;0;1.057082452;0.34606866;1.017018103;0;0.324538344;0.318045926;0.310771334;0.301768363;0.292406211;0;0.277654376
19824;0;0;0;0;0;0;0.500500501;0.48863914;0;0;0;0.407199283;0
19845;0.656211037;3.203074952;11.28526646;26.38522427;1.199256461;2.936167714;9.771799736;8.40147866;11.92024274;14.59321416;1.002958728;1.933020828;0.952380952
20001;18.17343569;13.67212149;12.67463039;47.55825571;10.53055716;45.24689594;48.56646024;18.66202972;44.09641934;11.20794817;3.965681927;10.3453553;54.83905506
20011;5.667557283;7.376305039;4.226307653;24.51701481;31.30943985;59.87709989;58.18923345;74.35471453;31.40734832;7.319929729;7.406282046;26.72845531;84.92698723
20013;15.87601588;4.290484452;6.23121472;20.32337548;21.53612597;50.78869821;18.88622327;37.71181469;33.7950323;8.329030001;4.846661653;59.24170616;31.81471112
20032;2.149959688;5.345306821;0;16.30720673;1.04237244;21.17112465;20.44780697;22.29541424;19.65923984;4.026980771;0;1.491053678;83.91133531
20045;5.21138688;1.909733274;0.622936523;6.684085799;1.74855744;26.30569409;15.2294927;8.194622279;6.537591149;1.970637501;2.403037439;9.254546296;54.12119599
20060;1.567250729;3.384823681;2.109513908;2.656199274;2.026635785;8.566044201;41.57004694;23.51557907;39.38092091;7.254359333;7.037297678;32.98185998;24.38732815
20175;2.462144528;0.607385811;0.599286849;3.258390355;1.466017709;4.370374687;32.15154675;5.492917028;20.64673723;8.221028216;1.478896152;5.560595862;81.65811336
20178;0.823723229;4.830334501;5.133064835;88.124539;9.944920441;160.1087531;50.16284206;22.36802863;52.6531984;7.838453212;6.666666667;2.888712356;24.70166649
20228;4.71809389;2.305741296;2.906413486;19.95249406;8.710259441;48.58670741;64.17753786;66.55476043;128.0046337;24.72644593;20.80039937;17.91491751;198.0992827
20238;2.996928149;0.73429526;2.517351746;5.644535384;5.192826975;5.787431061;29.7808265;7.614885446;9.606147935;4.684937925;3.370862267;14.25776717;34.88710146
20250;1.824817518;4.048947274;0;3.493449782;6.805614632;17.46760369;38.5252533;18.90561461;8.987321457;2.633426966;0.832316058;8.526284938;52.58478344
20295;9.759906305;16.64319549;1.259445844;16.11503657;11.64572479;32.96904573;33.11664418;53.14492935;12.25095106;3.984592907;3.376553214;7.346557136;25.87656877
20310;0;2.079218214;1.029230136;3.07062436;2.063344682;2.15354797;1.221448638;1.515610791;1.860465116;23.21654707;4.485310608;0;78.31729693
20383;10.30795001;3.197135367;1.903432523;12.5984252;3.753284124;16.18122977;64.16188537;88.15966695;91.44668658;12.71263394;3.592814371;8.746355685;18.479113
20400;74.20196158;14.7539256;4.782237404;19.04761905;35.36693192;36.48;46.87839558;15.96782778;34.28414701;5.730944609;0.916254352;6.420958007;29.56046644
20443;11.62040026;16.37485829;12.32741617;45.87709767;2.362669817;178.3232978;56.89576695;70.17153041;79.66823093;51.06382979;19.66263065;60.71464119;93.52037408
20517;0;5.248119424;5.143738927;7.848413499;12.12121212;22.78893109;46.0237611;25.6054625;65.30303848;15.38292495;3.85653683;33.9329958;191.315227
20550;42.73761512;21.35864729;5.255474453;8.624159144;48.73901955;30.18277346;60.3334796;38.10648347;28.83657526;4.620123203;2.50438267;1.933955422;40.34501948
20570;11.99760048;3.224073079;0.529352602;15.07354852;5.08646999;47.30695314;23.56378717;20.97090844;51.89873418;8.396305626;2.306805075;3.33246936;29.68407661
20614;3.295978906;1.946661476;1.277955272;18.88336376;8.064516129;11.01658608;22.93162754;28.72703334;29.85787651;8.976660682;6.611768949;2.969650175;35.7431108
20621;13.94578576;24.28528823;8.767901131;56.13833798;6.843524818;78.43758666;30.00194818;21.49464553;37.29639214;9.04159132;3.716504999;6.844626968;15.30009041
20710;51.29170392;15.23264402;9.053050878;63.06626399;35.29411765;27.36212056;55.91524426;40.54780918;44.141088;17.39060099;34.05805711;100.2019278;65.21184743
20750;8.923668314;9.430149535;5.956714541;20.1730982;1.280081925;70.50232909;22.8268246;29.00652647;18.82574421;8.526603001;1.095950463;3.679949532;43.89948532
20770;0;0;0;0;0;44.23945783;73.43432477;92.37563086;45.97501735;15.22633745;3.140456936;44.9876284;53.19340114
20787;0;0;0;0.675630025;1.340392735;67.72908367;36.90523263;53.03129501;23.55866763;4.590464949;0.658674746;0.651932981;15.19949335
23001;3.557138687;5.572785424;1.237037865;2.967282787;8.363048193;8.941729353;13.93058778;35.34901672;13.58543297;7.483189323;6.509248557;31.91868577;37.12479303
23068;0.21677397;0.640368852;0.210583949;1.038529442;1.848960473;11.18545484;2.218502309;21.71945701;5.077069921;1.872737109;1.063897696;11.92301141;11.90046114
23079;0;0;4.404855129;0.485413329;0.962417593;4.783544607;1.424772036;9.907997169;4.232903772;1.413760603;0.949307006;7.590853022;2.820344082
23090;0;0.651253663;1.289324394;1.279918085;0.634075201;1.885369532;4.997813457;31.06554831;3.10135219;13.77324235;10.23672425;16.93480102;39.64900877
23162;7.049266541;8.403082605;1.963500704;1.397458775;15.61412023;4.949984531;12.24510449;21.65668663;9.944566427;2.622173879;1.247888189;6.23730095;6.061510342
23168;0;6.377957778;0.628061801;1.241464929;7.979866184;0.606832939;8.406893653;24.34245681;7.028230057;1.158681421;0;0.570483199;27.62430939
23182;1.91330598;3.562223666;2.692626346;3.901918101;9.202642181;9.019165727;7.007564047;21.76120702;5.006780015;1.046462955;0.628522344;2.086942004;32.4897047
23189;1.08552096;1.612585333;1.242919796;0.703593604;5.410027748;10.93522183;6.566328558;30.62523657;6.169771547;2.901865729;0.851252192;5.923569035;12.19288136
23300;1.253446979;0;0;0;1.18927276;1.177717583;32.51277288;53.14589405;5.003891916;1.618122977;0;1.575547503;5.177323324
23350;0;1.451062904;0;0;0;5.164527077;0.744490768;8.828722778;5.778259299;2.11804575;1.381501692;10.76281448;15.93837163
23417;2.277485306;2.85692024;3.681034114;2.537427049;5.438329345;12.10563409;16.30313959;36.34001759;2.326141679;2.723381078;0.697495989;13.16840636;34.09903546
23419;3.668186344;1.55006717;0.515463918;2.583178343;3.125814014;2.117746717;25.23896467;11.36609656;1.08401084;1.617076326;13.4141761;4.808462895;27.83905872
23464;1.923076923;3.790750569;0.621542669;0;1.210800339;13.16261816;21.80446697;12.72411799;5.625879044;8.710801394;1.053907362;2.552322614;26.66532502
23466;0.541096261;1.199850019;1.626882007;5.249420377;2.734875419;14.64815974;14.72609464;16.53165813;30.90650112;6.363223167;6.496508127;30.00943154;12.51370549
23500;0.380199224;0.371236589;0.366206467;0;2.504561881;9.570056357;13.70392494;5.212133848;4.466433038;0.679578661;0.675310643;10.72637683;31.08260036
